rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-season111	1007.0	889.0	2204.0	1558.0	572.0	3339.0	5305.0	3664.0	1000.0	4515.0	2396.0	3097.0	1958.0	3666.0	559.0	1817.0	1377.0	881.0	1537.0	1664.0	4391.0	1350.0	5531.0	4692.0	610.0	5901.0	7106.0	5858.0	3733.0	3979.0	401.0	500.0	329.0	2884.0	90266.2	1899333.0	1847640.871226
sub-season112	1055.0	988.0	3184.0	1615.0	501.0	2913.0	6682.0	4185.0	1026.0	5154.0	2806.0	3664.0	1784.0	4020.0	676.0	1555.0	1495.0	1149.0	1800.0	1708.0	4838.0	1440.0	6169.0	4738.0	732.0	6794.0	7577.0	6549.0	4133.0	4225.0	385.0	656.0	431.0	2799.0	99414.6	1982990.0	1847461.237093
sub-season114	921.0	530.0	1635.0	1492.0	316.0	2548.0	5289.0	2485.0	626.0	4841.0	2018.0	2334.0	1651.0	3030.0	514.0	1472.0	1341.0	657.0	1127.0	941.0	3540.0	925.0	4740.0	3746.0	441.0	4496.0	7048.0	4969.0	3037.0	3303.0	583.0	553.0	326.0	1776.0	75246.8	1586104.0	1454285.610994
sub-season116	1019.0	495.0	2219.0	1824.0	423.0	2942.0	6371.0	2801.0	1047.0	4785.0	2522.0	3551.0	2005.0	3675.0	602.0	1377.0	1627.0	869.0	1916.0	2018.0	4275.0	1261.0	4766.0	4014.0	443.0	6248.0	8236.0	5235.0	3755.0	3454.0	388.0	516.0	352.0	2135.0	89155.6	1864184.0	1661959.775933
sub-season117	1062.0	932.0	2306.0	1322.0	630.0	2975.0	5335.0	3855.0	937.0	5294.0	2613.0	2746.0	1822.0	3282.0	653.0	2003.0	1376.0	983.0	1552.0	1201.0	4322.0	1482.0	5784.0	4122.0	795.0	6704.0	7991.0	5643.0	4265.0	4257.0	367.0	634.0	389.0	2558.0	92170.7	2004602.0	1877210.629987
sub-season119	985.0	657.0	2185.0	1449.0	441.0	2812.0	5385.0	3446.0	772.0	4746.0	2694.0	2571.0	1881.0	3510.0	588.0	1554.0	1152.0	728.0	1229.0	1370.0	3601.0	1083.0	4103.0	3581.0	544.0	5402.0	6459.0	4842.0	3570.0	3817.0	289.0	523.0	301.0	2243.0	80509.2	1661744.0	1543731.273115
sub-season120	834.0	763.0	2528.0	1491.0	408.0	3160.0	5035.0	3168.0	717.0	5087.0	2663.0	2579.0	1849.0	3083.0	765.0	1646.0	1515.0	828.0	1395.0	1161.0	4008.0	1056.0	5399.0	3642.0	583.0	7271.0	8481.0	5932.0	3692.0	3602.0	379.0	540.0	401.0	2309.0	87963.8	1878649.0	1671209.727034
sub-season121	1135.0	700.0	2226.0	2101.0	538.0	3123.0	7460.0	3273.0	1327.0	8011.0	2906.0	3857.0	1832.0	3624.0	661.0	1589.0	1158.0	938.0	1276.0	2133.0	4997.0	1182.0	6634.0	4814.0	625.0	6612.0	7891.0	6212.0	3688.0	3630.0	321.0	582.0	405.0	2264.0	99724.0	2006833.0	1902020.490605
sub-season122	829.0	1046.0	1980.0	1678.0	400.0	3253.0	5280.0	2843.0	991.0	4927.0	2749.0	3163.0	2255.0	3414.0	884.0	1617.0	1778.0	875.0	1581.0	1497.0	4228.0	1382.0	4882.0	4845.0	823.0	7387.0	7317.0	6402.0	3976.0	3732.0	387.0	448.0	386.0	2579.0	91804.5	1872440.0	1794427.85881
sub-season123	1056.0	744.0	2310.0	1922.0	340.0	3671.0	5236.0	3327.0	1130.0	5366.0	2788.0	4026.0	2434.0	4214.0	824.0	1635.0	1892.0	1095.0	1962.0	1859.0	4289.0	1357.0	4846.0	4993.0	548.0	7952.0	8505.0	6172.0	4764.0	4133.0	415.0	582.0	475.0	3107.0	99960.6	2044539.0	1853281.972512
sub-season124	931.0	546.0	1589.0	1343.0	495.0	3140.0	6338.0	3248.0	765.0	5804.0	2512.0	2940.0	1827.0	3432.0	535.0	1566.0	1073.0	975.0	1364.0	1339.0	3617.0	868.0	4169.0	3756.0	522.0	6084.0	5925.0	5394.0	3601.0	3137.0	452.0	500.0	362.0	2168.0	82308.2	1795252.0	1681543.710064
sub-season125	960.0	636.0	2072.0	1535.0	403.0	3214.0	5579.0	3248.0	783.0	5449.0	2540.0	3383.0	2185.0	3647.0	688.0	1712.0	1422.0	794.0	1676.0	1403.0	3902.0	1106.0	4418.0	4656.0	409.0	6478.0	7252.0	5576.0	3927.0	3515.0	474.0	646.0	396.0	2193.0	88211.5	1831546.0	1612456.424967
sub-season126	1106.0	624.0	2149.0	1600.0	324.0	2788.0	5604.0	3435.0	851.0	4373.0	2511.0	3384.0	1960.0	3531.0	638.0	1642.0	1176.0	979.0	1171.0	1640.0	4375.0	1062.0	5552.0	4338.0	499.0	6474.0	6786.0	5110.0	3417.0	3686.0	438.0	619.0	337.0	2370.0	86536.9	1749591.0	1659864.879575
sub-season127	964.0	791.0	2073.0	1792.0	364.0	3161.0	5918.0	3597.0	929.0	5431.0	2734.0	3610.0	1985.0	4209.0	643.0	1530.0	1394.0	936.0	1624.0	1803.0	4221.0	1332.0	5063.0	3767.0	671.0	6810.0	7454.0	5253.0	3836.0	3101.0	384.0	508.0	363.0	2747.0	90858.0	1919874.0	1781384.489153
sub-season128	789.0	517.0	1858.0	1797.0	445.0	2994.0	5148.0	3553.0	908.0	5428.0	2496.0	3454.0	1877.0	3588.0	535.0	1521.0	1427.0	751.0	1657.0	1684.0	4347.0	869.0	5079.0	4340.0	589.0	5503.0	7437.0	5112.0	3740.0	3596.0	336.0	469.0	448.0	2597.0	86758.5	1704446.0	1646061.979673
sub-season129	963.0	594.0	1566.0	1449.0	371.0	3015.0	5289.0	3006.0	766.0	4425.0	2644.0	2884.0	1830.0	3313.0	555.0	1556.0	1571.0	751.0	1394.0	1495.0	3659.0	1158.0	4246.0	3309.0	415.0	5242.0	7174.0	4608.0	3507.0	3340.0	452.0	636.0	367.0	2058.0	79605.0	1645993.0	1508564.640623
sub-season130	948.0	868.0	1789.0	1689.0	484.0	3210.0	5650.0	3391.0	914.0	5736.0	2419.0	2925.0	1714.0	3637.0	734.0	1484.0	1351.0	1045.0	1581.0	1529.0	3344.0	1280.0	4731.0	3902.0	662.0	5426.0	6841.0	4652.0	3660.0	3008.0	353.0	577.0	316.0	2810.0	84656.2	1764883.0	1539840.061463
sub-season131	1195.0	620.0	2235.0	1521.0	640.0	3007.0	6289.0	3247.0	885.0	5211.0	3260.0	3691.0	2006.0	3736.0	689.0	1777.0	1484.0	1056.0	1799.0	1536.0	4135.0	1161.0	5244.0	3888.0	513.0	7147.0	7243.0	5384.0	3823.0	3723.0	423.0	542.0	419.0	1865.0	91381.8	1929511.0	1780833.56615
sub-season132	789.0	535.0	1689.0	1570.0	311.0	2529.0	4416.0	2309.0	628.0	4120.0	2066.0	2672.0	1535.0	2777.0	460.0	1110.0	1183.0	602.0	1352.0	1301.0	3179.0	936.0	3822.0	3783.0	450.0	4853.0	5814.0	4422.0	3053.0	3169.0	432.0	554.0	338.0	1869.0	70624.7	1468388.0	1437269.594262
sub-season133	922.0	670.0	1925.0	1554.0	424.0	2914.0	4998.0	2670.0	828.0	4135.0	2589.0	2844.0	1808.0	3114.0	563.0	1575.0	1191.0	868.0	1635.0	1551.0	3658.0	1337.0	4466.0	3831.0	663.0	6120.0	7467.0	5098.0	3602.0	3147.0	337.0	455.0	386.0	2156.0	81499.6	1716913.0	1527295.420286
sub-season134	1041.0	849.0	2979.0	1505.0	813.0	3335.0	6029.0	3790.0	1073.0	5247.0	2874.0	3398.0	1940.0	3925.0	663.0	1577.0	1772.0	896.0	1750.0	1586.0	4521.0	1252.0	5448.0	4068.0	772.0	5907.0	7354.0	5729.0	4204.0	4231.0	298.0	560.0	451.0	2804.0	94634.8	1888480.0	1790093.865658
sub-season135	723.0	484.0	1729.0	1538.0	474.0	3028.0	4434.0	3622.0	790.0	4343.0	2707.0	2710.0	1862.0	2978.0	604.0	1347.0	1531.0	844.0	1572.0	1288.0	3450.0	855.0	4079.0	4451.0	305.0	4821.0	6608.0	5609.0	2989.0	3519.0	479.0	695.0	394.0	2294.0	79147.2	1734001.0	1611218.931581
sub-season136	799.0	580.0	1807.0	1416.0	298.0	2927.0	5330.0	2983.0	710.0	5285.0	1970.0	2648.0	1605.0	3167.0	653.0	1199.0	1806.0	823.0	1506.0	1030.0	3119.0	836.0	3897.0	3513.0	481.0	5120.0	5350.0	4938.0	3140.0	3154.0	332.0	437.0	328.0	1986.0	75165.1	1517832.0	1055213.176187
sub-season137	661.0	535.0	1742.0	1768.0	356.0	2647.0	4334.0	2884.0	740.0	4723.0	2262.0	3401.0	1704.0	3037.0	526.0	1536.0	1293.0	831.0	1432.0	1739.0	3260.0	949.0	4221.0	3835.0	798.0	4772.0	7246.0	4945.0	3461.0	3324.0	267.0	504.0	342.0	2229.0	78302.0	1677855.0	1473267.27748
sub-season138	884.0	426.0	2001.0	1299.0	350.0	2597.0	4450.0	2859.0	771.0	4900.0	2102.0	2965.0	1539.0	3307.0	602.0	1239.0	1423.0	847.0	1562.0	1144.0	3664.0	916.0	4196.0	3799.0	233.0	5102.0	7060.0	4310.0	3486.0	3376.0	496.0	529.0	360.0	2018.0	76760.9	1650225.0	1583557.102839
sub-season139	1003.0	744.0	2109.0	1292.0	542.0	2959.0	6279.0	3246.0	913.0	5248.0	2491.0	3049.0	1921.0	3591.0	650.0	1233.0	1308.0	937.0	1830.0	1338.0	3870.0	1249.0	4575.0	3817.0	783.0	6416.0	7653.0	5935.0	3570.0	3718.0	357.0	480.0	389.0	2811.0	88225.2	1800729.0	1603413.675221
sub-season202	1105.0	757.0	3012.0	1649.0	821.0	3653.0	6505.0	3759.0	953.0	5050.0	3073.0	3263.0	2399.0	3787.0	605.0	1929.0	1393.0	982.0	1571.0	1570.0	4931.0	1403.0	5922.0	5350.0	628.0	6714.0	9145.0	6261.0	4727.0	4652.0	399.0	557.0	530.0	2839.0	101877.0	2095131.0	1924322.56479
sub-season204	1062.0	608.0	2284.0	1794.0	420.0	3185.0	4898.0	2809.0	1001.0	5378.0	2547.0	3092.0	2066.0	3600.0	601.0	1722.0	1617.0	929.0	1696.0	1548.0	3644.0	1316.0	4390.0	4610.0	553.0	6019.0	7268.0	5470.0	3836.0	3511.0	384.0	511.0	397.0	2571.0	87324.0	1700123.0	1563402.33921
sub-season206	1086.0	513.0	1358.0	1292.0	427.0	2880.0	4593.0	2719.0	752.0	4615.0	2057.0	2454.0	1546.0	3132.0	591.0	1252.0	1262.0	671.0	1472.0	1079.0	3494.0	869.0	4451.0	3281.0	414.0	3807.0	6252.0	4616.0	3082.0	4000.0	457.0	537.0	295.0	2238.0	73541.5	1483635.0	1381952.007729
sub-season207	1024.0	786.0	1703.0	1407.0	437.0	3112.0	5489.0	3434.0	786.0	4911.0	2611.0	2818.0	1773.0	3887.0	522.0	1957.0	1360.0	939.0	1688.0	1225.0	4369.0	1244.0	4333.0	4202.0	589.0	7092.0	7425.0	5958.0	4413.0	4225.0	386.0	495.0	446.0	2827.0	89872.0	1918529.0	1635938.248445
sub-season208	888.0	513.0	1960.0	1413.0	393.0	2594.0	4834.0	2849.0	764.0	4149.0	2284.0	2836.0	1513.0	3125.0	495.0	1540.0	1294.0	1068.0	1654.0	1554.0	3659.0	1119.0	4311.0	3527.0	502.0	5406.0	7074.0	4735.0	3334.0	3088.0	338.0	530.0	334.0	2419.0	78080.8	1648395.0	1510409.717743
sub-season211	714.0	593.0	1830.0	1720.0	431.0	2932.0	4093.0	2558.0	751.0	4962.0	2353.0	2937.0	1718.0	2807.0	540.0	1666.0	1248.0	825.0	1733.0	1578.0	3369.0	1035.0	4389.0	3722.0	587.0	5135.0	6432.0	5232.0	3287.0	3027.0	470.0	583.0	384.0	1917.0	77549.2	1541125.0	1318768.437228
sub-season212	1002.0	514.0	1790.0	1389.0	398.0	2465.0	5110.0	2839.0	852.0	4409.0	2400.0	2295.0	2182.0	3141.0	537.0	1309.0	1195.0	920.0	1493.0	1242.0	3494.0	1065.0	4370.0	3724.0	382.0	5210.0	7207.0	4812.0	3126.0	2995.0	550.0	617.0	319.0	2194.0	77541.7	1567224.0	1437638.547011
sub-season213	1214.0	897.0	3073.0	2090.0	426.0	3376.0	5712.0	3843.0	1156.0	6726.0	2411.0	3702.0	1788.0	3834.0	602.0	1567.0	2152.0	854.0	1604.0	1884.0	4293.0	1427.0	5421.0	5002.0	638.0	6366.0	7566.0	6172.0	3727.0	4570.0	427.0	564.0	420.0	2955.0	98446.0	2016460.0	1828603.601019
sub-season214	880.0	729.0	1897.0	1393.0	319.0	2663.0	4817.0	3279.0	682.0	4557.0	2258.0	2715.0	1854.0	3447.0	598.0	1594.0	1243.0	833.0	1390.0	1173.0	3666.0	1163.0	4141.0	3870.0	526.0	6018.0	7630.0	5633.0	3768.0	3675.0	435.0	529.0	400.0	2685.0	82443.5	1776364.0	1560816.551946
sub-season215	1195.0	936.0	2494.0	1796.0	614.0	3446.0	5799.0	4233.0	948.0	6716.0	2821.0	3038.0	2155.0	4770.0	676.0	1612.0	1246.0	1197.0	1925.0	1481.0	4468.0	1609.0	4920.0	4764.0	596.0	7236.0	7579.0	5790.0	3908.0	4033.0	461.0	680.0	322.0	2444.0	97902.5	2004954.0	1897750.703816
sub-season216	759.0	536.0	1765.0	1333.0	365.0	2525.0	4677.0	2387.0	759.0	4040.0	1968.0	2771.0	1726.0	3001.0	671.0	1315.0	1085.0	747.0	1315.0	1177.0	3059.0	899.0	4127.0	3220.0	391.0	5059.0	6541.0	4833.0	3251.0	2385.0	284.0	349.0	271.0	2226.0	71809.1	1682602.0	1572543.232359
sub-season217	852.0	733.0	2012.0	1346.0	316.0	2488.0	4167.0	2757.0	771.0	4348.0	1929.0	2667.0	1770.0	2965.0	525.0	1283.0	1448.0	693.0	1317.0	1364.0	3515.0	1159.0	4207.0	3434.0	596.0	5186.0	6438.0	4399.0	3387.0	3188.0	333.0	482.0	341.0	2078.0	74487.3	1595184.0	1512623.392129
